workunit,workunit_id,project,project_id,collect_start,collect_end,ql,spec,p_method,dem_gsd_meters,horiz_crs,vert_crs,geoid,lpc_pub_date,lpc_update,lpc_category,lpc_reason,sourcedem_pub_date,sourcedem_update,sourcedem_category,sourcedem_reason,onemeter_category,onemeter_reason,seamless_category,seamless_reason,lpc_link,sourcedem_link,metadata_link
MS_NRCS_East_2_2018,182771,MS_NRCS_East_2018_B19,182578,2019/12/11,2020/02/09,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6345","5703",GEOID12B,2022/05/26,2024/05/09,Meets,Meets 3DEP LPC requirements,2022/05/31,2024/05/08,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MS_NRCS_East_2018_B19/MS_NRCS_East_2_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MS_NRCS_East_2018_B19/MS_NRCS_East_2_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MS_NRCS_East_2018_B19/MS_NRCS_East_2_2018
NC_HurricaneFlorence_5_2020,210877,NC_HurricaneFlorence_2020_D20,186591,2019/12/12,2020/01/26,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.5,"6346","5703",GEOID18,2022/08/26,,Meets,Meets 3DEP LPC requirements,2022/03/30,2023/03/07,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_5_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_5_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_5_2020
MO_WestCentral_3_2018,196680,MO_WestCentral_2018_D19,175530,2019/12/12,2020/04/09,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6344","5703",GEOID12B,2020/12/23,,Meets,Meets 3DEP LPC requirements,2020/12/23,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/MO_WestCentral_2018_D19/MO_WestCentral_3_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/MO_WestCentral_2018_D19/MO_WestCentral_3_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/MO_WestCentral_2018_D19/MO_WestCentral_3_2018
NC_HurricaneFlorence_7_2020,217003,NC_HurricaneFlorence_2020_D20,186591,2019/12/12,2020/01/08,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.5,"6346","5703",GEOID18,2022/03/19,,Meets,Meets 3DEP LPC requirements,2022/03/18,2023/03/08,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_7_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_7_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_7_2020
CA_FEMAR9Fresno_2_2019,206240,CA_FEMAR9Fresno_2019_D20,186770,2019/12/12,2020/01/16,QL 2,USGS Lidar Base Specification 2.1,linear-mode lidar,1,"6340","5703",GEOID12B,2021/08/10,2024/09/04,Meets,Meets 3DEP LPC requirements,2021/08/10,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_2_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_2_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_2_2019
CA_FEMAR9Estrella_2019,186394,CA_FEMAR9Estrella_2019_D20,186397,2019/12/15,2020/01/04,QL 2,USGS Lidar Base Specification 2.1,linear-mode lidar,1,"6339","5703",GEOID12B,2021/03/02,,Expected to meet,Awaiting final absolute vertical accuracy assessment ,2021/02/10,,Expected to meet,Awaiting final absolute vertical accuracy assessment ,Pending publication,Awaiting final absolute vertical accuracy assessment ,Pending publication,Awaiting final absolute vertical accuracy assessment ,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/CA_FEMAR9Estrella_2019_D20/CA_FEMAR9Estrella_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/CA_FEMAR9Estrella_2019_D20/CA_FEMAR9Estrella_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/CA_FEMAR9Estrella_2019_D20/CA_FEMAR9Estrella_2019
NC_HurricaneFlorence_11_2020,225793,NC_HurricaneFlorence_2020_D20,186591,2019/12/15,2020/02/28,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.5,"6347","5703",GEOID18,2022/10/06,,Meets,Meets 3DEP LPC requirements,2022/10/05,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_11_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_11_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_11_2020
FL_HurricaneMichael_3_2020,216141,FL_HurricaneMichael_2020_D20,188518,2019/12/16,2020/01/07,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2021/11/04,,Meets,Meets 3DEP LPC requirements,2021/11/03,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_3_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_3_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_3_2020
NC_HurricaneFlorence_6_2020,224678,NC_HurricaneFlorence_2020_D20,186591,2019/12/16,2020/02/08,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.5,"6347","5703",GEOID18,2022/02/02,,Meets,Meets 3DEP LPC requirements,2022/02/02,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_6_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_6_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_6_2020
FL_HurricaneMichael_6_2020,229801,FL_HurricaneMichael_2020_D20,188518,2019/12/16,2020/04/21,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2022/10/13,,Meets,Meets 3DEP LPC requirements,2022/10/12,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_6_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_6_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_6_2020
VA_UpperMiddleNeckQL2_B3_2018,80440,VA_UpperMiddleNeck_2018_D18,80434,2019/12/16,2020/01/07,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6350","5703",GEOID12B,2021/10/01,,Meets,Meets 3DEP LPC requirements,2021/10/01,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeckQL2_B3_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeckQL2_B3_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeckQL2_B3_2018
NC_HurricaneFlorence_8_2020,218544,NC_HurricaneFlorence_2020_D20,186591,2019/12/16,2020/02/23,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.5,"6346","5703",GEOID18,2021/11/12,,Meets,Meets 3DEP LPC requirements,2021/11/12,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_8_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_8_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/NC_HurricaneFlorence_2020_D20/NC_HurricaneFlorence_8_2020
FL_HurricaneMichael_4_2020,217056,FL_HurricaneMichael_2020_D20,188518,2019/12/16,2020/01/25,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2022/04/13,,Meets,Meets 3DEP LPC requirements,2022/04/13,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_4_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_4_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_4_2020
GA_Central_5_2019,231249,GA_Central_2019_B19,183179,2019/12/18,2020/02/02,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6350","5703",GEOID18,2022/10/11,,Meets,Meets 3DEP LPC requirements,2022/10/11,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/GA_Central_2019_B19/GA_Central_5_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/GA_Central_2019_B19/GA_Central_5_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_5_2019
FL_HurricaneMichael_1_2020,188515,FL_HurricaneMichael_2020_D20,188518,2019/12/18,2020/01/07,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2021/06/29,,Meets,Meets 3DEP LPC requirements,2021/06/30,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_1_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_1_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_1_2020
FL_HurricaneMichael_2_2020,212018,FL_HurricaneMichael_2020_D20,188518,2019/12/18,2019/12/25,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2021/06/29,,Meets,Meets 3DEP LPC requirements,2021/06/30,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_2_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_2_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_2_2020
FL_Peninsular_FDEM_Hamilton_2018,224762,FL_Peninsular_FDEM_2018_D19_DRRA,81112,2019/12/19,2020/01/18,QL 1,USGS Lidar Base Specification 1.3,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2022/09/14,,Meets,Meets 3DEP LPC requirements,2022/09/14,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Hamilton_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Hamilton_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Hamilton_2018
CA_FEMAR9Fresno_1_2019,186767,CA_FEMAR9Fresno_2019_D20,186770,2019/12/19,2020/01/16,QL 2,USGS Lidar Base Specification 2.1,linear-mode lidar,1,"6339","5703",GEOID12B,2021/08/17,,Meets,Meets 3DEP LPC requirements,2021/08/17,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_1_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_1_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/CA_FEMAR9Fresno_2019_D20/CA_FEMAR9Fresno_1_2019
VA_UpperMiddleNeck_Mod_2018,208671,VA_UpperMiddleNeck_2018_D18,80434,2019/12/20,2019/12/21,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6347","5703",GEOID12B,2021/06/15,,Meets,Meets 3DEP LPC requirements,2021/06/17,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeck_Mod_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeck_Mod_2018,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/VA_UpperMiddleNeck_2018_D18/VA_UpperMiddleNeck_Mod_2018
FL_HurricaneMichael_7_2020,229804,FL_HurricaneMichael_2020_D20,188518,2019/12/20,2020/10/02,QL 1,USGS Lidar Base Specification 2.1,linear-mode lidar,0.762001524003048,"6441","6360",GEOID12B,2022/10/14,,Meets,Meets 3DEP LPC requirements,2022/10/13,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_7_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_7_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_HurricaneMichael_2020_D20/FL_HurricaneMichael_7_2020
GA_Central_1_2019,183176,GA_Central_2019_B19,183179,2019/12/31,2020/01/28,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6350","5703",GEOID12B,2021/09/10,,Meets,Meets 3DEP LPC requirements,2021/09/10,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/GA_Central_2019_B19/GA_Central_1_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/GA_Central_2019_B19/GA_Central_1_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_1_2019
SC_SavannahPeeDee_1_2019,183608,SC_SavannahPeeDee_2019_B19,183611,2020/01/01,2020/02/03,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,0.6096,"6570","6360",GEOID12B,2021/03/29,,Meets,Meets 3DEP LPC requirements,2021/03/29,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_1_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_1_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_1_2019
SC_SavannahPeeDee_3_2019,198489,SC_SavannahPeeDee_2019_B19,183611,2020/01/01,2020/02/03,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,0.6096,"6570","6360",GEOID18,2021/03/02,,Meets,Meets 3DEP LPC requirements,2021/03/02,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_3_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_3_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_3_2019
CA_FEMAR9PanocheSanLuis_2019,186402,CA_FEMAR9PanocheSanLuis_2019_D20,186405,2020/01/04,2020/01/19,QL 2,USGS Lidar Base Specification 2.1,linear-mode lidar,1,"6339","5703",GEOID12B,2020/11/23,,Meets,Meets 3DEP LPC requirements,2020/11/23,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/CA_FEMAR9PanocheSanLuis_2019_D20/CA_FEMAR9PanocheSanLuis_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/CA_FEMAR9PanocheSanLuis_2019_D20/CA_FEMAR9PanocheSanLuis_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/CA_FEMAR9PanocheSanLuis_2019_D20/CA_FEMAR9PanocheSanLuis_2019
SC_SavannahPeeDee_6_2019,214102,SC_SavannahPeeDee_2019_B19,183611,2020/01/05,2020/03/20,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,0.6096,"6570","6360",GEOID18,2021/11/10,,Meets,Meets 3DEP LPC requirements,2021/11/05,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_6_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_6_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_6_2019
SC_SavannahPeeDee_2_2019,198482,SC_SavannahPeeDee_2019_B19,183611,2020/01/05,2020/01/22,QL 1,USGS Lidar Base Specification 1.3,linear-mode lidar,0.3048,"6570","6360",GEOID18,2021/05/20,,Meets,Meets 3DEP LPC requirements,2021/05/20,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_2_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_2_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_2_2019
PA_WesternPA_4_2019,210015,PA_WesternPA_2019_D20,186387,2020/01/07,2020/05/02,QL 2,USGS Lidar Base Specification 2.1,linear-mode lidar,1,"6346","5703",GEOID12B,2021/04/29,,Meets,Meets 3DEP LPC requirements,2021/04/29,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/PA_WesternPA_2019_D20/PA_WesternPA_4_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/PA_WesternPA_2019_D20/PA_WesternPA_4_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/PA_WesternPA_2019_D20/PA_WesternPA_4_2019
GA_Central_6_2019,300006,GA_Central_2019_B19,183179,2020/01/08,2020/01/29,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,1,"6350","5703",GEOID12B,2022/10/25,,Meets,Meets 3DEP LPC requirements,2022/10/25,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/GA_Central_2019_B19/GA_Central_6_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/GA_Central_2019_B19/GA_Central_6_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/GA_Central_2019_B19/GA_Central_6_2019
FL_Peninsular_FDEM_KeyBiscayne_2020,192649,FL_Peninsular_FDEM_2018_D19_DRRA,81112,2020/01/15,2020/01/15,QL 1,USGS Lidar Base Specification 1.3,linear-mode lidar,0.762001524003048,"6438","6360",GEOID12B,2021/02/10,,Meets,Meets 3DEP LPC requirements,2021/02/10,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_KeyBiscayne_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_KeyBiscayne_2020,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_KeyBiscayne_2020
SC_SavannahPeeDee_5_2019,208926,SC_SavannahPeeDee_2019_B19,183611,2020/01/16,2020/02/03,QL 2,USGS Lidar Base Specification 1.3,linear-mode lidar,0.6096,"6570","6360",GEOID18,2021/10/04,,Meets,Meets 3DEP LPC requirements,2021/03/29,,Meets,Meets 3DEP source DEM requirements,Meets,Meets 3DEP 1-m DEM requirements,Meets,Meets 3DEP seamless DEM requirements,https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_5_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/OPR/Projects/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_5_2019,http://prd-tnm.s3.amazonaws.com/index.html?prefix=StagedProducts/Elevation/metadata/SC_SavannahPeeDee_2019_B19/SC_SavannahPeeDee_5_2019
